title,english_title,romaji_title,genres,rating_anilist,rating_mal,episodes,status,format,season,year,synopsis,studio,source_material,popularity_anilist,mal_members,mal_rank,cover_image_url,start_date,end_date,duration_per_ep,age_rating,mal_id
The Sacred Blacksmith,The Sacred Blacksmith,Seiken no Blacksmith,Action | Adventure | Fantasy,6.3,6.65,12.0,FINISHED,TV,FALL,2009.0,"The knight Cecily wants to defend the weak, but her lack of skill makes her an unlikely heroine—until the blacksmith Luke comes to her aid, using magic to forge blades of supernatural strength. Cecily wields this sacred steel and charges forth to face a new threat; a cloaked fiend is unleashing demons upon the land, and though he lurks in shadows, the villain is closer than Cecily knows. (Source: Crunchyroll)",Manglobe,LIGHT_NOVEL,35307,198178.0,7350.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/5940.jpg,2009-10-03,2009-12-19,24.0,R+ - Mild Nudity,5940.0
Ms. vampire who lives in my neighborhood.,Ms. vampire who lives in my neighborhood.,Tonari no Kyuuketsuki-san,Comedy | Slice of Life | Supernatural,6.9,7.12,12.0,FINISHED,TV,FALL,2018.0,"Human girl Amano Akari is rescued by a vampire, Sophie Twilight, and falls in love with her. She forces herself into Sophie’s home and begins living with her. Though Sophie is a vampire, she never attacks humans, instead buying blood and anime merchandise online like any ordinary person. A modern-day vampire comedy! (Source: Crunchyroll)",Studio Gokumi,MANGA,35289,116084.0,4589.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx101371-36M9Eu65MKlU.jpg,2018-10-05,2018-12-21,24.0,PG-13 - Teens 13 or older,37579.0
Apocalypse Hotel,Apocalypse Hotel,Apocalypse Hotel,Comedy | Sci-Fi | Slice of Life,8.0,8.05,12.0,FINISHED,TV,SPRING,2025.0,"Following the collapse of civilization, one storied hotel stands among the ruins of Tokyo’s Ginza district. Overrun by nature, this lone hotel continues to defy humanity’s collapse. Current guests: zero. Check-ins scheduled today: zero. Yesterday’s website traffic: zero. Enter with caution in this story of survival and mystery in a world where the memory of humanity begins to fade. (Source: Crunchyroll)",CygamesPictures,ORIGINAL,35272,78779.0,674.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx180675-YEwsxiMsnyvL.png,2025-04-09,2025-06-25,23.0,PG-13 - Teens 13 or older,59675.0
Voices of a Distant Star,Voices of a Distant Star,Hoshi no Koe,Drama | Mecha | Romance | Sci-Fi,6.4,7.1,1.0,FINISHED,OVA,WINTER,2002.0,"It is 2046 when a mysterious alien force begins their annihilation of the human race. Leaving behind the one person she loves, Mikako joins the interstellar battle as a pilot. And so - while Mikako risks her life to save mankind - Noboru waits. At first days, then months, then years for each new message that will let him know whether Mikako is still alive. And, while she barely grows older in the timelessness of space, Noboru ages. The two lovers, worlds apart, desperately strive to remain connected as the gap between them widens at a frightening pace. (Source: Crunchyroll)",CoMix Wave,ORIGINAL,35253,165515.0,4677.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx256-CMHbugPOGxF6.png,2002-02-02,2002-02-02,25.0,PG-13 - Teens 13 or older,256.0
Scooped Up by an S-Rank Adventurer!,Scooped Up by an S-Rank Adventurer!,"Yuusha Party wo Tsuihou Sareta Shiro Madoushi, S Rank Boukensha ni Hirowareru: Kono Shiro Madoushi ga Kikakugaisugiru",Action | Adventure | Fantasy,6.1,6.13,12.0,FINISHED,ONA,SUMMER,2025.0,"""We don’t need a useless white mage.” Lloyd is a white mage who was unexpectedly banished from the hero’s party. As he was lost and uncertain, he happened to cross paths with an S-rank adventurer party in need of a white mage, so he joined them on their quest. Little did anyone know at the time that the hero’s party would fall apart and Lloyd would rise to fame. This is a story about an unmatched support magic user, who believes himself to be ordinary, becoming an unstoppable adventurer. (Source: Crunchyroll)",Felix Film,LIGHT_NOVEL,35217,91057.0,10380.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx179885-m1nu1QvnRmII.jpg,2025-07-06,2025-09-21,24.0,PG-13 - Teens 13 or older,59424.0
The Moment You Fall in Love,The Moment You Fall in Love,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,Drama | Romance | Slice of Life,6.8,7.05,1.0,FINISHED,MOVIE,FALL,2016.0,Second film starring characters from the HoneyWorks vocaloid group.,Qualia Animation,OTHER,35195,127372.0,4990.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx21757-zH78HtS4b0GU.png,2016-12-17,2016-12-17,63.0,PG-13 - Teens 13 or older,33036.0
Yashahime: Princess Half-Demon,Yashahime: Princess Half-Demon,Hanyou no Yashahime,Action | Adventure | Fantasy,6.5,6.7,24.0,FINISHED,TV,FALL,2020.0,"The daughters of Sesshomaru and Inuyasha set out on a journey transcending time! In Feudal Japan, Half-Demon twins Towa and Setsuna are separated from each other during a forest fire. While desperately searching for her younger sister, Towa wanders into a mysterious tunnel that sends her into present-day Japan, where she is found and raised by Kagome Higurashi’s brother, Sota, and his family. Ten years later, the tunnel that connects the two eras has reopened, allowing Towa to be reunited with Setsuna, who is now a Demon Slayer working for Kohaku. But to Towa’s shock, Setsuna appears to have lost all memories of her older sister. Joined by Moroha, the daughter of Inuyasha and Kagome, the three young women travel between the two eras on an adventure to regain their missing past. (Source: VIZ Media)",Sunrise,ORIGINAL,35177,132933.0,6997.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx118399-sgHg8NQVQixB.png,2020-10-03,2021-03-20,24.0,PG-13 - Teens 13 or older,41911.0
Chrome Shelled Regios,Chrome Shelled Regios,Koukaku no Regios,Action | Adventure | Fantasy | Sci-Fi,6.8,7.28,24.0,FINISHED,TV,WINTER,2009.0,"In a post-apocalyptic world overrun with mutated beasts called Limbeekoon or Filth Monsters, humanity is forced to live in large mobile cities called Regios and learn to use special weapons called Dite, by harnessing the power of Kei to defend themselves. In the Academy City of Zuellni, Layfon Alseif is hoping to start a new life and forget his past. However, his past has caught the attention of Karian Loss, the manipulative Student Council President and Nina Antalk, a Military Arts student and Captain of the 17th Military Arts Platoon, who instantly recognizes his abilities and decides he&rsquo;s the perfect candidate to join her group. However, with a secret past that won&rsquo;t leave him alone and unknown powers beyond normal, Layfon just might not take it.",ZEXCS,LIGHT_NOVEL,35150,223735.0,3508.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b4186-i9fWHSVK5SzV.jpg,2009-01-11,2009-06-21,24.0,R - 17+ (violence & profanity),4186.0
Strawberry Marshmallow,Strawberry Marshmallow,Ichigo Mashimaro,Comedy | Slice of Life,7.4,7.66,12.0,FINISHED,TV,SUMMER,2005.0,"""Cute girls doing cute things in cute ways."" Everyday things make up the fabric of life, whether it's making friends, going to school, trying to make money, or celebrating a holiday. Ichigo Mashimaro is a heartwarming series that follows the daily lives of Itou Chika, her sister Nobue, and her friends Miu, Matsuri, and Ana.",Daume,MANGA,35082,130864.0,1613.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx488-FwxcBNNqG6TC.png,2005-07-15,2005-10-14,24.0,PG-13 - Teens 13 or older,488.0
Dragon Ball Z: Wrath of the Dragon,Dragon Ball Z: Wrath of the Dragon,Dragon Ball Z: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,Action | Adventure | Sci-Fi,7.1,7.39,1.0,FINISHED,MOVIE,SUMMER,1995.0,The Z Warriors discover an unopenable music box and are told to open it with the dragon balls. The contents turn out to be a warrior named Tapion who had sealed himself inside along with a monster called Hildegarn. Goku must now perfect a new technique to defeat the evil monster. (Source: Anime News Network),Toei Animation,MANGA,35062,146639.0,2830.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/906-TmrkEiLnm9nR.jpg,1995-07-15,1995-07-15,51.0,PG-13 - Teens 13 or older,906.0
The Prince of Tennis,The Prince of Tennis,Tennis no Ouji-sama,Action | Comedy | Sports,7.5,7.86,178.0,FINISHED,TV,FALL,2001.0,"Echizen Ryoma is a young tennis prodigy who has won 4 consecutive tennis championships but who constantly lies in the shadow of his father, a former pro tennis player. He joins the Seishun Gakuen junior highschool, one of the best tennis schools in Japan, and there along with his teamates he learns to find his own type of tennis in an attempt to defeat his biggest obstacle of all: his father as well as himself. (Source: Anime News Network)",Production I.G,MANGA,35037,198253.0,1056.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx22-yEguU9EmxkjK.png,2001-10-10,2005-03-23,22.0,PG-13 - Teens 13 or older,22.0
Elfen Lied: Just How Did the Young Girl Arrive at Those Feelings?,Elfen Lied: Just How Did the Young Girl Arrive at Those Feelings?,"Elfen Lied: Tooriame nite - Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka?",Action | Drama | Ecchi | Horror | Psychological | Romance | Supernatural,6.5,7.12,1.0,FINISHED,OVA,SPRING,2005.0,"This episode takes place within episode 11 as Nana attempts to fit in the household while trying to find a chore that she can do and get used to Nyu's presence whom she only knows as Lucy. Running away after getting scolded, Nana ends up in the beach and meets Bando whom she promised to bring Lucy to later that night. Leaving the household with Nyu, it begins to rain and Nyu slips, hits her head, and is knocked unconscious. As Bando waits and everyone else worries where they might be, Nana, with an uncoscious Nyu, takes shelter as Lucy's consciousness begins to come out and dreams an old memory of how she was captured and why she doesn't attack Director Kurama. As the rain begins to let up, Kouta and the others find Nana and Lucy and takes them home. There, Nana finally finds the chore that she will be doing - feeding the dog. (Source: Anime News Network)",ARMS,MANGA,35018,204058.0,4538.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b376-BWSoURbn8HZR.jpg,2005-04-21,2005-04-21,25.0,R+ - Mild Nudity,376.0
Pokémon Journeys: The Series,Pokémon Journeys: The Series,Pocket Monsters (2019),Action | Adventure | Comedy | Fantasy,7.3,7.55,136.0,FINISHED,TV,FALL,2019.0,"Pokémon Trainer Satoshi has a new plan: see the world! But first, he and his partner Pikachu are headed to the opening of the Sakuragi Institute, a research facility dedicated to uncovering the mysteries of Pokémon in every region. Satoshi meets Gou, another boy with boundless curiosity about Pokémon, and both are overjoyed when Professor Sakuragi asks them to become official research fellows. With Satoshi as determined as ever to become a Pokémon Master, and Gou aiming to catch one of every Pokémon (including the Mythical Mew), our heroes are in for adventure and excitement as they explore the wide world of Pokémon! (Source: Pokémon TV) Note: Episode 119, 121, 126 and 128 are recap episodes that did not air outside of Japan.",OLM,VIDEO_GAME,35004,104025.0,2069.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx112153-LK1lpFz3vlvl.png,2019-11-17,2022-12-16,24.0,PG - Children,40351.0
The Royal Tutor,The Royal Tutor,Oushitsu Kyoushi Heine,Comedy | Slice of Life,7.2,7.46,12.0,FINISHED,TV,SPRING,2017.0,"Accepting the post of Royal Tutor at the court of the king of Grannzreich, Heine Wittgenstein is a little professor with a big job ahead! Each of the kingdom's four princes has a rather distinct personality. Does their diminutive new instructor have what it takes to lay down some learning? It's a comedy of educational proportions! (Source: Yen Press)",Bridge,MANGA,34995,156655.0,2502.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/nx97932-mIhBEmGhR6uB.jpg,2017-04-05,2017-06-21,23.0,PG-13 - Teens 13 or older,34262.0
Persona 3 the Movie: #1 Spring of Birth,Persona 3 the Movie: #1 Spring of Birth,PERSONA 3 THE MOVIE: #1 Spring of Birth,Action | Adventure | Drama | Psychological | Sci-Fi | Supernatural,7.3,7.54,1.0,FINISHED,MOVIE,FALL,2013.0,"Terrible creatures lurk in the dark, preying on those who wander into the hidden hour that lies between one day and the next—the Dark Hour. A secret school club known as SEES defends humanity from horrors and disasters while working to solve the mystery of the Dark Hour once and for all. A movie based on the 2006 RPG Persona 3, announced at the end of the Persona 4 movie, The Factor of Hope.",AIC A.S.T.A.,VIDEO_GAME,34968,132169.0,2104.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/b14407-MgkKNW85qOot.png,2013-11-23,2013-11-23,98.0,R - 17+ (violence & profanity),14407.0
Outlaw Star,Outlaw Star,Seihou Bukyou Outlaw Star,Action | Adventure | Comedy | Sci-Fi,7.5,7.85,24.0,FINISHED,TV,WINTER,1998.0,"Gene Starwind is a jack-of-all-trades responsible for odd jobs and bounty hunting with his partner, Jim Hawking. Stuck on a rundown planet, he’s going nowhere fast. But when a bodyguard job goes sideways, he finds himself the proud owner of the Outlaw Star and on an adventure to find the mysterious Galactic Leyline. Facing pirates and dangers galore, can he survive the journey through space? (Source: Crunchyroll)",Sunrise,MANGA,34966,171634.0,1076.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx400-CJ2duQT3dCX1.png,1998-01-08,1998-06-25,25.0,R+ - Mild Nudity,400.0
Overflow,Overflow,Overflow,Comedy | Hentai | Romance,6.8,7.24,8.0,FINISHED,ONA,WINTER,2020.0,"""Brother, are we really taking a bath together?"" And so, a forbidden bathing experience began. Me, my sister, and childhood friend—one man and two women—are sharing one bath. After involuntarily ""overflowing,"" the sister's secret love come out?! This is a young romantic comedy that won't let you say, ""it's over!"" (Source: Official Site, translated)",Studio Houkiboshi,MANGA,34956,164446.0,,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx113417-yofUQOwPXWuE.png,2020-01-06,2020-02-24,7.0,Rx - Hentai,40746.0
"Good Bye, Dragon Life","Good Bye, Dragon Life",Sayonara Ryuusei Konnichiwa Jinsei,Action | Adventure | Fantasy,6.2,6.33,12.0,FINISHED,TV,FALL,2024.0,"Long ago, the most ancient of divine dragons was slain by a human. The mighty dragon accepted its death when suddenly, it was reborn as Dolan, a man who lives in a quiet village. While spending another peaceful day toiling in the fields, he meets Celina, a half-human, half-snake creature looking for a partner. The unlikely duo become friends, but challenges lie ahead that threaten their new bond. (Source: Cunchyroll)",SynergySP,LIGHT_NOVEL,34949,95667.0,9246.0,https://s4.anilist.co/file/anilistcdn/media/anime/cover/medium/bx176053-HfPo4pUm6Ktg.jpg,2024-10-04,2024-12-20,24.0,PG-13 - Teens 13 or older,58445.0
